Date,Close
2017-01-03,75.35
2017-01-04,76.26
2017-01-05,75.32
2017-01-06,75.47
2017-01-09,75.86
2017-01-10,76.65
2017-01-11,76.91
2017-01-12,76.88
2017-01-13,76.62
2017-01-17,76.6
2017-01-18,77.49
2017-01-19,76.69
2017-01-20,76.2
2017-01-23,75.97
2017-01-24,77.43
2017-01-25,76.89
2017-01-26,76.93
2017-01-27,76.85
2017-01-30,77.28
2017-01-31,76.38
2017-02-01,76.76
2017-02-02,76.51
2017-02-03,78.04
2017-02-06,77.82
2017-02-07,77.72
2017-02-08,77.8
2017-02-09,78.18
2017-02-10,78.48
2017-02-13,78.91
2017-02-14,79.41
2017-02-15,79.6
2017-02-16,79.51
2017-02-17,79.71
2017-02-21,79.97
2017-02-22,79.86
2017-02-23,80.05
2017-02-24,79.76
2017-02-27,80.17
2017-02-28,80.06
2017-03-01,81.92
2017-03-02,80.1
2017-03-03,79.88
2017-03-06,79.5
2017-03-07,79.58
2017-03-08,79.04
2017-03-09,79.3
2017-03-10,79.38
2017-03-13,79.21
2017-03-14,79.69
2017-03-15,79.23
2017-03-16,79.77
2017-03-17,79.25
2017-03-20,78.85
2017-03-21,77.53
2017-03-22,77.67
2017-03-23,77.84
2017-03-24,78.2
2017-03-27,77.6
2017-03-28,78.64
2017-03-29,78.25
2017-03-30,79.21
2017-03-31,79.11
2017-04-03,78.59
2017-04-04,78.26
2017-04-05,77.76
2017-04-06,77.92
2017-04-07,77.77
2017-04-10,77.49
2017-04-11,77.26
2017-04-12,76.68
2017-04-13,75.8
2017-04-17,76.67
2017-04-18,75.79
2017-04-19,75.55
2017-04-20,80.02
2017-04-21,79.59
2017-04-24,80.45
2017-04-25,80.63
2017-04-26,80.52
2017-04-27,80.33
2017-04-28,79.25
2017-05-01,79.23
2017-05-02,79.54
2017-05-03,78.83
2017-05-04,78.33
2017-05-05,78.32
2017-05-08,78.16
2017-05-09,78.44
2017-05-10,78.65
2017-05-11,77.92
2017-05-12,77.49
2017-05-15,78.33
2017-05-16,78.13
2017-05-17,76.37
2017-05-18,76.38
2017-05-19,76.8
2017-05-22,76.98
2017-05-23,77.2
2017-05-24,77.12
2017-05-25,77.44
2017-05-26,77.46
2017-05-30,77.09
2017-05-31,76.94
2017-06-01,78.28
2017-06-02,78.49
2017-06-05,78.97
2017-06-06,78.85
2017-06-07,79.81
2017-06-08,79.95
2017-06-09,80.31
2017-06-12,80.17
2017-06-13,80.59
2017-06-14,80.84
2017-06-15,80.7
2017-06-16,81.45
2017-06-19,81.88
2017-06-20,82.51
2017-06-21,82.21
2017-06-22,82.25
2017-06-23,82.22
2017-06-26,82.96
2017-06-27,83.08
2017-06-28,83.97
2017-06-29,83.63
2017-06-30,84.24
2017-07-03,85.1
2017-07-05,84.89
2017-07-06,83.74
2017-07-07,84.33
2017-07-10,84.3
2017-07-11,84.16
2017-07-12,84.82
2017-07-13,85.37
2017-07-14,85.28
2017-07-17,85.22
2017-07-18,85.52
2017-07-19,85.93
2017-07-20,85.35
2017-07-21,85.59
2017-07-24,85.0
2017-07-25,85.41
2017-07-26,85.3
2017-07-27,83.85
2017-07-28,84.8
2017-07-31,85.23
2017-08-01,85.24
2017-08-02,85.3
2017-08-03,85.54
2017-08-04,85.97
2017-08-07,85.85
2017-08-08,85.94
2017-08-09,85.69
2017-08-10,84.56
2017-08-11,84.29
2017-08-14,85.47
2017-08-15,86.79
2017-08-16,87.39
2017-08-17,86.09
2017-08-18,85.38
2017-08-21,85.3
2017-08-22,85.3
2017-08-23,85.28
2017-08-24,85.36
2017-08-25,85.47
2017-08-28,85.41
2017-08-29,85.42
2017-08-30,85.69
2017-08-31,86.1
2017-09-01,86.14
2017-09-05,85.31
2017-09-06,85.23
2017-09-07,84.41
2017-09-08,84.25
2017-09-11,85.69
2017-09-12,86.55
2017-09-13,86.64
2017-09-14,86.19
2017-09-15,86.99
2017-09-18,87.87
2017-09-19,89.0
2017-09-20,88.43
2017-09-21,88.42
2017-09-22,88.4
2017-09-25,88.21
2017-09-26,88.69
2017-09-27,89.49
2017-09-28,90.14
2017-09-29,90.46
2017-10-02,90.54
2017-10-03,91.43
2017-10-04,91.01
2017-10-05,91.16
2017-10-06,91.55
2017-10-09,91.69
2017-10-10,91.89
2017-10-11,91.96
2017-10-12,91.61
2017-10-13,92.86
2017-10-16,91.96
2017-10-17,91.69
2017-10-18,92.08
2017-10-19,91.9
2017-10-20,92.09
2017-10-23,92.38
2017-10-24,93.86
2017-10-25,93.53
2017-10-26,95.69
2017-10-27,95.79
2017-10-30,95.07
2017-10-31,95.52
2017-11-01,95.79
2017-11-02,95.98
2017-11-03,96.43
2017-11-06,96.29
2017-11-07,95.37
2017-11-08,95.13
2017-11-09,93.75
2017-11-10,93.52
2017-11-13,93.9
2017-11-14,93.76
2017-11-15,93.26
2017-11-16,93.56
2017-11-17,93.69
2017-11-20,93.95
2017-11-21,94.41
2017-11-22,93.82
2017-11-24,93.48
2017-11-27,93.47
2017-11-28,95.28
2017-11-29,96.6
2017-11-30,97.71
2017-12-01,97.86
2017-12-04,98.59
2017-12-05,98.71
2017-12-06,98.21
2017-12-07,98.58
2017-12-08,98.55
2017-12-11,99.0
2017-12-12,99.37
2017-12-13,97.78
2017-12-14,97.15
2017-12-15,98.52
2017-12-18,99.68
2017-12-19,99.15
2017-12-20,98.51
2017-12-21,98.5
2017-12-22,98.74
2017-12-26,98.57
2017-12-27,99.13
2017-12-28,99.7
2017-12-29,99.31
2018-01-02,98.94
2018-01-03,99.55
2018-01-04,100.85
2018-01-05,101.08
2018-01-08,100.15
2018-01-09,100.52
2018-01-10,101.22
2018-01-11,100.73
2018-01-12,100.97
2018-01-16,100.34
2018-01-17,100.76
2018-01-18,99.86
2018-01-19,98.03
2018-01-22,98.32
2018-01-23,97.98
2018-01-24,99.3
2018-01-25,99.69
2018-01-26,99.63
2018-01-29,99.41
2018-01-30,98.71
2018-01-31,99.4
2018-02-01,100.0
2018-02-02,96.68
2018-02-05,92.01
2018-02-06,94.18
2018-02-07,93.61
2018-02-08,88.34
2018-02-09,91.72
2018-02-12,94.7
2018-02-13,94.56
2018-02-14,96.23
2018-02-15,96.56
2018-02-16,96.79
2018-02-20,97.19
2018-02-21,97.5
2018-02-22,97.35
2018-02-23,98.8
2018-02-26,101.64
2018-02-27,99.58
2018-02-28,97.51
2018-03-01,95.14
2018-03-02,95.6
2018-03-05,96.66
2018-03-06,96.07
2018-03-07,95.64
2018-03-08,96.59
2018-03-09,99.05
2018-03-12,97.67
2018-03-13,95.37
2018-03-14,94.53
2018-03-15,94.39
2018-03-16,95.61
2018-03-19,94.84
2018-03-20,94.95
2018-03-21,94.74
2018-03-22,91.41
2018-03-23,90.45
2018-03-26,92.62
2018-03-27,91.42
2018-03-28,92.21
2018-03-29,93.28
2018-04-02,91.0
2018-04-03,92.74
2018-04-04,93.58
2018-04-05,94.2
2018-04-06,91.91
2018-04-09,92.14
2018-04-10,93.0
2018-04-11,91.6
2018-04-12,93.35
2018-04-13,93.03
2018-04-16,93.6
2018-04-17,93.86
2018-04-18,95.15
2018-04-19,102.37
2018-04-20,100.79
2018-04-23,100.61
2018-04-24,100.44
2018-04-25,98.78
2018-04-26,100.23
