Date,Close
2017-01-03,187.7
2017-01-04,188.71
2017-01-05,188.41
2017-01-06,190.25
2017-01-09,189.69
2017-01-10,188.42
2017-01-11,189.24
2017-01-12,187.38
2017-01-13,187.01
2017-01-17,186.05
2017-01-18,187.23
2017-01-19,186.17
2017-01-20,185.73
2017-01-23,185.46
2017-01-24,191.61
2017-01-25,192.95
2017-01-26,192.58
2017-01-27,195.92
2017-01-30,193.25
2017-01-31,189.11
2017-02-01,186.27
2017-02-02,184.61
2017-02-03,188.21
2017-02-06,188.2
2017-02-07,188.02
2017-02-08,187.96
2017-02-09,188.57
2017-02-10,190.86
2017-02-13,192.57
2017-02-14,192.46
2017-02-15,194.67
2017-02-16,193.35
2017-02-17,193.7
2017-02-21,195.36
2017-02-22,193.83
2017-02-23,191.18
2017-02-24,193.11
2017-02-27,194.37
2017-02-28,192.98
2017-03-01,197.42
2017-03-02,194.71
2017-03-03,194.35
2017-03-06,193.95
2017-03-07,192.91
2017-03-08,192.92
2017-03-09,191.31
2017-03-10,192.15
2017-03-13,193.12
2017-03-14,191.38
2017-03-15,193.26
2017-03-16,193.11
2017-03-17,194.59
2017-03-20,192.27
2017-03-21,191.84
2017-03-22,195.92
2017-03-23,189.19
2017-03-24,188.12
2017-03-27,187.04
2017-03-28,189.89
2017-03-29,190.92
2017-03-30,194.17
2017-03-31,195.15
2017-04-03,195.36
2017-04-04,196.27
2017-04-05,195.85
2017-04-06,195.99
2017-04-07,195.65
2017-04-10,195.76
2017-04-11,192.99
2017-04-12,186.31
2017-04-13,183.73
2017-04-17,185.54
2017-04-18,183.61
2017-04-19,183.56
2017-04-20,186.48
2017-04-21,185.28
2017-04-24,188.56
2017-04-25,188.97
2017-04-26,189.58
2017-04-27,191.71
2017-04-28,189.7
2017-05-01,188.23
2017-05-02,189.03
2017-05-03,189.92
2017-05-04,191.19
2017-05-05,192.42
2017-05-08,191.11
2017-05-09,190.79
2017-05-10,189.75
2017-05-11,190.84
2017-05-12,191.66
2017-05-15,194.76
2017-05-16,194.14
2017-05-17,187.49
2017-05-18,188.73
2017-05-19,189.37
2017-05-22,191.65
2017-05-23,193.06
2017-05-24,193.27
2017-05-25,194.81
2017-05-26,194.26
2017-05-30,193.88
2017-05-31,193.84
2017-06-01,198.36
2017-06-02,203.11
2017-06-05,202.25
2017-06-06,203.17
2017-06-07,206.15
2017-06-08,205.84
2017-06-09,206.4
2017-06-12,209.12
2017-06-13,209.42
2017-06-14,208.9
2017-06-15,210.45
2017-06-16,210.5
2017-06-19,210.95
2017-06-20,208.95
2017-06-21,212.3
2017-06-22,211.63
2017-06-23,215.35
2017-06-26,215.36
2017-06-27,214.33
2017-06-28,217.15
2017-06-29,215.23
2017-06-30,217.33
2017-07-03,217.38
2017-07-05,218.31
2017-07-06,215.03
2017-07-07,218.51
2017-07-10,218.87
2017-07-11,217.54
2017-07-12,218.32
2017-07-13,217.97
2017-07-14,219.06
2017-07-17,215.48
2017-07-18,211.04
2017-07-19,212.88
2017-07-20,211.88
2017-07-21,212.51
2017-07-24,212.68
2017-07-25,214.37
2017-07-26,213.63
2017-07-27,207.54
2017-07-28,208.04
2017-07-31,208.03
2017-08-01,206.71
2017-08-02,209.5
2017-08-03,209.36
2017-08-04,209.32
2017-08-07,208.37
2017-08-08,207.0
2017-08-09,206.18
2017-08-10,203.55
2017-08-11,204.87
2017-08-14,207.86
2017-08-15,209.07
2017-08-16,209.63
2017-08-17,205.37
2017-08-18,206.0
2017-08-21,206.33
2017-08-22,209.28
2017-08-23,207.07
2017-08-24,206.67
2017-08-25,207.76
2017-08-28,208.84
2017-08-29,211.3
2017-08-30,213.78
2017-08-31,214.38
2017-09-01,215.05
2017-09-05,213.26
2017-09-06,211.91
2017-09-07,213.66
2017-09-08,210.48
2017-09-11,212.4
2017-09-12,215.54
2017-09-13,215.0
2017-09-14,214.52
2017-09-15,214.83
2017-09-18,215.08
2017-09-19,216.0
2017-09-20,220.5
2017-09-21,218.83
2017-09-22,220.0
2017-09-25,219.2
2017-09-26,219.81
2017-09-27,220.0
2017-09-28,224.26
2017-09-29,225.58
2017-10-02,226.33
2017-10-03,223.0
2017-10-04,221.32
2017-10-05,221.61
2017-10-06,220.8
2017-10-09,220.64
2017-10-10,220.78
2017-10-11,222.68
2017-10-12,225.06
2017-10-13,222.22
2017-10-16,221.35
2017-10-17,220.1
2017-10-18,222.3
2017-10-19,223.97
2017-10-20,225.07
2017-10-23,225.34
2017-10-24,225.84
2017-10-25,225.5
2017-10-26,229.04
2017-10-27,230.47
2017-10-30,227.72
2017-10-31,225.81
2017-11-01,225.46
2017-11-02,225.3
2017-11-03,224.24
2017-11-06,220.95
2017-11-07,221.16
2017-11-08,220.5
2017-11-09,217.44
2017-11-10,218.15
2017-11-13,221.43
2017-11-14,219.94
2017-11-15,214.45
2017-11-16,217.91
2017-11-17,216.0
2017-11-20,217.25
2017-11-21,217.32
2017-11-22,217.83
2017-11-24,217.0
2017-11-27,217.87
2017-11-28,218.51
2017-11-29,225.93
2017-11-30,231.46
2017-12-01,230.84
2017-12-04,239.05
2017-12-05,235.4
2017-12-06,236.39
2017-12-07,239.3
2017-12-08,240.73
2017-12-11,238.61
2017-12-12,239.5
2017-12-13,242.02
2017-12-14,238.5
2017-12-15,240.05
2017-12-18,241.91
2017-12-19,242.54
2017-12-20,251.07
2017-12-21,250.17
2017-12-22,250.02
2017-12-26,249.64
2017-12-27,250.03
2017-12-28,248.32
2017-12-29,249.54
2018-01-02,257.6
2018-01-03,260.82
2018-01-04,264.88
2018-01-05,265.92
2018-01-08,268.66
2018-01-09,267.75
2018-01-10,268.01
2018-01-11,271.19
2018-01-12,271.85
2018-01-16,269.58
2018-01-17,271.49
2018-01-18,272.18
2018-01-19,274.32
2018-01-22,273.89
2018-01-23,272.02
2018-01-24,270.41
2018-01-25,268.04
2018-01-26,268.85
2018-01-29,267.69
2018-01-30,261.46
2018-01-31,262.48
2018-02-01,261.83
2018-02-02,255.87
2018-02-05,248.5
2018-02-06,250.18
2018-02-07,251.15
2018-02-08,239.27
2018-02-09,235.32
2018-02-12,239.93
2018-02-13,240.32
2018-02-14,240.82
2018-02-15,245.03
2018-02-16,244.19
2018-02-20,240.98
2018-02-21,243.3
2018-02-22,245.43
2018-02-23,252.22
2018-02-26,254.51
2018-02-27,248.74
2018-02-28,246.41
2018-03-01,243.7
2018-03-02,241.31
2018-03-05,241.94
2018-03-06,243.04
2018-03-07,241.68
2018-03-08,240.47
2018-03-09,247.12
2018-03-12,246.54
2018-03-13,250.77
2018-03-14,246.91
2018-03-15,247.4
2018-03-16,252.03
2018-03-19,249.61
2018-03-20,251.99
2018-03-21,249.02
2018-03-22,236.27
2018-03-23,229.48
2018-03-26,239.85
2018-03-27,234.64
2018-03-28,234.8
2018-03-29,240.11
2018-04-02,238.5
2018-04-03,241.04
2018-04-04,238.76
2018-04-05,241.07
2018-04-06,234.29
2018-04-09,234.32
2018-04-10,238.0
2018-04-11,238.0
2018-04-12,241.91
2018-04-13,244.49
2018-04-16,250.03
2018-04-17,252.0
2018-04-18,255.53
2018-04-19,251.59
2018-04-20,247.12
2018-04-23,248.82
2018-04-24,245.56
2018-04-25,246.9
2018-04-26,246.93
2018-04-27,250.33
2018-04-30,247.2
2018-05-01,244.66
2018-05-02,240.6
2018-05-03,242.15
2018-05-04,244.94
2018-05-07,243.12
2018-05-08,241.95
2018-05-09,244.17
2018-05-10,247.7
2018-05-11,250.9
2018-05-14,251.35
2018-05-15,247.34
2018-05-16,247.12
2018-05-17,248.46
2018-05-18,249.45
2018-05-21,254.66
2018-05-22,252.59
2018-05-23,250.47
2018-05-24,251.74
2018-05-25,251.5
2018-05-29,247.61
2018-05-30,253.08
2018-05-31,249.12
2018-06-01,253.6
2018-06-04,251.88
2018-06-05,252.0
2018-06-06,256.55
2018-06-07,257.25
2018-06-08,260.15
2018-06-11,261.97
2018-06-12,265.53
2018-06-13,262.92
2018-06-14,263.48
2018-06-15,264.56
2018-06-18,263.67
2018-06-19,258.39
2018-06-20,251.43
2018-06-21,246.72
2018-06-22,241.77
2018-06-25,234.53
2018-06-26,236.85
2018-06-27,229.75
2018-06-28,226.67
2018-06-29,227.06
2018-07-02,229.39
2018-07-03,227.61
2018-07-05,228.58
2018-07-06,228.27
2018-07-09,234.94
2018-07-10,235.66
2018-07-11,230.22
2018-07-12,232.69
2018-07-13,233.75
2018-07-16,230.18
2018-07-17,231.15
2018-07-18,236.19
2018-07-19,236.55
2018-07-20,234.93
2018-07-23,236.4
2018-07-24,236.83
2018-07-25,240.24
2018-07-26,241.24
2018-07-27,240.84
2018-07-30,240.44
2018-07-31,245.87
2018-08-01,241.1
2018-08-02,241.12
2018-08-03,243.32
2018-08-06,245.13
2018-08-07,247.85
2018-08-08,245.49
2018-08-09,244.8
2018-08-10,241.76
2018-08-13,240.99
2018-08-14,243.7
2018-08-15,243.48
2018-08-16,246.25
2018-08-17,246.94
2018-08-20,248.79
2018-08-21,251.11
2018-08-22,246.94
2018-08-23,244.47
2018-08-24,245.02
2018-08-27,248.9
2018-08-28,247.63
2018-08-29,247.6
2018-08-30,246.74
2018-08-31,243.95
2018-09-04,241.29
2018-09-05,244.76
2018-09-06,246.19
2018-09-07,245.97
2018-09-10,249.45
2018-09-11,249.36
2018-09-12,252.98
2018-09-13,253.17
2018-09-14,255.44
2018-09-17,255.73
2018-09-18,241.58
2018-09-19,242.88
2018-09-20,246.81
2018-09-21,247.32
2018-09-24,243.84
2018-09-25,239.2
2018-09-26,241.11
2018-09-27,240.7
2018-09-28,240.79
2018-10-01,239.93
2018-10-02,239.0
2018-10-03,240.94
2018-10-04,239.07
2018-10-05,236.06
2018-10-08,234.99
2018-10-09,229.75
2018-10-10,221.46
2018-10-11,217.42
2018-10-12,221.0
2018-10-15,221.02
2018-10-16,226.18
2018-10-17,223.46
2018-10-18,217.29
2018-10-19,219.8
2018-10-22,218.4
2018-10-23,218.38
2018-10-24,209.2
2018-10-25,213.78
2018-10-26,210.53
2018-10-29,211.04
2018-10-30,216.53
2018-10-31,220.34
2018-11-01,224.04
2018-11-02,221.66
2018-11-05,222.61
2018-11-06,226.77
2018-11-07,231.28
2018-11-08,229.4
2018-11-09,224.4
2018-11-12,219.63
2018-11-13,222.51
2018-11-14,225.16
2018-11-15,227.81
2018-11-16,226.69
2018-11-19,226.3
2018-11-20,221.34
2018-11-21,222.55
2018-11-23,223.4
2018-11-26,225.04
2018-11-27,225.23
2018-11-28,231.85
2018-11-29,227.5
2018-11-30,229.0
2018-12-03,230.04
2018-12-04,215.52
2018-12-06,215.06
2018-12-07,201.39
2018-12-10,192.93
2018-12-11,189.65
2018-12-12,188.27
2018-12-13,187.18
2018-12-14,184.11
2018-12-17,182.19
2018-12-18,185.01
2018-12-19,162.51
2018-12-20,159.72
2018-12-21,158.0
2018-12-24,152.7
2018-12-26,160.15
2018-12-27,161.02
2018-12-28,158.98
2018-12-31,161.33
2019-01-02,163.19
2019-01-03,157.19
2019-01-04,164.43
2019-01-07,166.73
2019-01-08,167.02
2019-01-09,170.59
2019-01-10,170.12
2019-01-11,170.99
2019-01-14,171.55
2019-01-15,170.63
2019-01-16,171.36
2019-01-17,173.27
2019-01-18,176.91
2019-01-22,175.9
2019-01-23,173.68
2019-01-24,174.1
2019-01-25,175.36
2019-01-28,173.96
2019-01-29,173.58
2019-01-30,177.47
2019-01-31,177.57
2019-02-01,179.31
2019-02-04,182.73
2019-02-05,183.73
2019-02-06,183.81
2019-02-07,181.37
2019-02-08,177.24
2019-02-11,181.09
2019-02-12,185.45
2019-02-13,185.62
2019-02-14,183.92
2019-02-15,179.3
2019-02-19,180.25
2019-02-20,181.91
2019-02-21,182.28
2019-02-22,180.49
2019-02-25,181.07
2019-02-26,181.71
2019-02-27,181.81
2019-02-28,181.0
2019-03-01,182.8
2019-03-04,181.14
2019-03-05,180.01
2019-03-06,178.18
2019-03-07,172.86
2019-03-08,171.78
2019-03-11,176.45
2019-03-12,177.17
2019-03-13,179.53
2019-03-14,179.08
2019-03-15,177.98
2019-03-18,182.4
2019-03-19,181.41
2019-03-20,175.07
2019-03-21,178.99
2019-03-22,173.99
2019-03-25,172.07
2019-03-26,175.15
2019-03-27,176.09
2019-03-28,177.9
2019-03-29,181.41
2019-04-01,186.45
2019-04-02,184.03
2019-04-03,185.19
2019-04-04,187.67
2019-04-05,189.9
2019-04-08,191.38
2019-04-09,189.95
2019-04-10,191.0
2019-04-11,191.87
2019-04-12,196.95
2019-04-15,196.18
2019-04-16,197.23
2019-04-17,198.06
2019-04-18,198.15
2019-04-22,195.98
2019-04-23,195.13
2019-04-24,197.86
2019-04-25,188.87
2019-04-26,184.04
2019-04-29,186.63
2019-04-30,189.46
2019-05-01,185.62
2019-05-02,187.04
2019-05-03,188.06
2019-05-06,185.6
2019-05-07,180.66
2019-05-08,179.43
2019-05-09,179.56
2019-05-10,178.0
2019-05-13,172.3
2019-05-14,171.86
2019-05-15,172.54
2019-05-16,175.77
2019-05-17,169.92
2019-05-20,168.21
2019-05-21,167.99
2019-05-22,162.0
2019-05-23,160.59
2019-05-24,159.93
2019-05-28,158.45
2019-05-29,159.57
2019-05-30,158.01
2019-05-31,154.28
2019-06-03,152.34
2019-06-04,159.59
2019-06-05,158.59
2019-06-06,156.85
2019-06-07,158.02
2019-06-10,161.84
2019-06-11,159.44
2019-06-12,161.37
2019-06-13,165.67
2019-06-14,164.55
2019-06-17,163.72
2019-06-18,166.34
2019-06-19,166.56
2019-06-20,168.5
2019-06-21,165.35
2019-06-24,160.9
2019-06-25,155.98
2019-06-26,159.92
2019-06-27,163.31
2019-06-28,164.19
2019-07-01,162.97
2019-07-02,159.79
2019-07-03,161.42
2019-07-05,161.97
2019-07-08,160.82
2019-07-09,159.19
2019-07-10,159.99
2019-07-11,162.6
2019-07-12,167.47
2019-07-15,167.9
2019-07-16,169.79
2019-07-17,165.05
2019-07-18,165.38
2019-07-19,167.13
2019-07-22,169.55
2019-07-23,173.77
2019-07-24,176.01
2019-07-25,175.87
2019-07-26,174.94
2019-07-29,172.6
2019-07-30,172.39
2019-07-31,170.53
2019-08-01,163.31
2019-08-02,163.73
2019-08-05,157.26
2019-08-06,161.19
2019-08-07,160.66
2019-08-08,164.23
2019-08-09,162.13
2019-08-12,158.81
2019-08-13,160.52
2019-08-14,155.06
2019-08-15,152.82
2019-08-16,156.0
2019-08-19,158.31
2019-08-20,155.84
2019-08-21,158.18
2019-08-22,158.1
2019-08-23,151.97
2019-08-26,152.49
2019-08-27,149.53
2019-08-28,153.18
2019-08-29,157.45
2019-08-30,158.61
2019-09-03,155.37
2019-09-04,159.06
2019-09-05,164.38
2019-09-06,161.87
2019-09-09,167.42
2019-09-10,172.26
2019-09-11,173.96
2019-09-12,173.51
2019-09-13,174.1
2019-09-16,173.57
2019-09-17,173.3
2019-09-18,150.91
2019-09-19,152.45
2019-09-20,148.78
2019-09-23,145.67
2019-09-24,143.25
2019-09-25,147.04
2019-09-26,145.16
2019-09-27,144.96
2019-09-30,145.57
2019-10-01,141.64
2019-10-02,140.78
2019-10-03,141.71
2019-10-04,143.0
2019-10-07,142.09
2019-10-08,138.39
2019-10-09,139.25
2019-10-10,141.36
2019-10-11,145.54
2019-10-14,146.78
2019-10-15,149.96
2019-10-16,150.77
2019-10-17,150.7
2019-10-18,149.91
2019-10-21,152.04
2019-10-22,154.63
2019-10-23,155.98
2019-10-24,154.05
2019-10-25,158.09
2019-10-28,158.4
2019-10-29,158.01
2019-10-30,155.84
2019-10-31,152.66
2019-11-01,156.52
2019-11-04,164.84
2019-11-05,164.85
2019-11-06,163.17
2019-11-07,163.92
2019-11-08,163.22
2019-11-11,162.18
2019-11-12,161.22
2019-11-13,156.23
2019-11-14,156.68
2019-11-15,158.33
2019-11-18,157.55
2019-11-19,155.52
2019-11-20,152.27
2019-11-21,152.08
2019-11-22,156.55
2019-11-25,159.54
2019-11-26,161.5
2019-11-27,161.51
2019-11-29,160.05
2019-12-02,158.03
2019-12-03,151.14
2019-12-04,153.87
2019-12-05,153.94
2019-12-06,156.61
2019-12-09,156.51
2019-12-10,157.0
2019-12-11,159.08
2019-12-12,164.89
2019-12-13,165.67
2019-12-16,164.1
2019-12-17,163.23
2019-12-18,146.86
2019-12-19,147.02
2019-12-20,148.12
2019-12-23,151.69
2019-12-24,150.78
2019-12-26,152.49
2019-12-27,152.53
2019-12-30,150.14
2019-12-31,151.21
2020-01-02,155.1
2020-01-03,153.18
2020-01-06,153.3
2020-01-07,154.8
2020-01-08,157.13
2020-01-09,158.05
2020-01-10,156.63
2020-01-13,159.28
2020-01-14,162.13
2020-01-15,159.15
2020-01-16,159.54
2020-01-17,159.98
2020-01-21,157.53
2020-01-22,155.54
2020-01-23,154.88
2020-01-24,154.07
2020-01-27,148.49
2020-01-28,148.4
2020-01-29,148.06
2020-01-30,148.26
2020-01-31,144.64
2020-02-03,143.84
2020-02-04,147.51
2020-02-05,149.95
2020-02-06,148.63
2020-02-07,155.66
2020-02-10,156.78
2020-02-11,158.0
2020-02-12,158.51
2020-02-13,161.47
2020-02-14,158.62
2020-02-18,158.57
2020-02-19,161.14
2020-02-20,164.91
2020-02-21,163.25
2020-02-24,154.85
2020-02-25,145.6
2020-02-26,144.53
2020-02-27,138.76
2020-02-28,141.17
2020-03-02,139.75
2020-03-03,133.09
2020-03-04,136.41
2020-03-05,129.93
2020-03-06,127.68
2020-03-09,115.7
2020-03-10,120.67
2020-03-11,111.01
2020-03-12,97.0
